elr,mileage,name,type,lat,lon
LBW,6.088 - 6.088,,Authorised Access Point - Pedestrian,51.42642841,-0.05482825
LBW,6.0686 - 6.0686,Sydenham Station-Metal Gate Platform 1,Authorised Access Point - Pedestrian,51.42778506,-0.05420963
LBW,5.1419 - 5.1419,Forest Hill-Metal gate to Clyde Terrace SE23,Authorised Access Point - Pedestrian,51.43612975,-0.05362493
LBW,6.0576 - 6.0576,Sydenham Station-Gate Plat 1/ Access to S&T,Authorised Access Point - Pedestrian,51.42855289,-0.05387492
LBW,5.11 - 5.11,Forest Hill Car Park,Authorised Access Point - Pedestrian,51.43853385,-0.05326376
LBW,5.099 - 5.099,,Authorised Access Point - Pedestrian,51.43939345,-0.05304016
LBW,5.1136 - 5.1136,Forest Hill Car Park RRV,Authorised Access Point - Road-Rail Machines,51.43824269,-0.05306031
LBW,5.1584 - 5.1584,,Authorised Access Point - Pedestrian,51.43457618,-0.05321616
LBW,5.0961 - 5.0961,Forest Hill Station-Perry Vale,Authorised Access Point - Pedestrian,51.43961716,-0.05297309
LBW,5.1686 - 5.1686,Forest Hill/Sydenham-Double Gate to Inglemere Rd,Authorised Access Point - Vehicle,51.43371911,-0.05305117
LBW,2.0487 - 2.0487,MERCURY WAY,Authorised Access Point - Pedestrian,51.48344187,-0.04662758
LBW,4.132 - 4.132,,Authorised Access Point - Pedestrian,51.45005828,-0.04543361
LBW,4.1298 - 4.1298,Brockley/Honor Oak Park,Authorised Access Point - Pedestrian,51.45022663,-0.0452825
LBW,2.154 - 2.154,SAINSBURY S BACK YARD,Authorised Access Point - Vehicle,51.47754451,-0.04189691
LBW,4.0703 - 4.0703,Brockley Mews - Eddystone Road,Authorised Access Point - Pedestrian,51.45511179,-0.04163371
LBW,4.0243 - 4.0243,Brockley/Honor Oak Pk-Dalrymple Rd-Bank to steps,Authorised Access Point - Pedestrian,51.45790805,-0.03998819
LBW,4.028 - 4.028,Bricklayers Arms Jn,Authorised Access Point - Pedestrian,51.45793188,-0.03980004
LBW,4.0196 - 4.0196,Brockley/Honor Oak Park-Turnham Rd,Authorised Access Point - Pedestrian,51.45856631,-0.03955694
LBW,3.0661 - 3.0661,Vesta Road,Authorised Access Point - Pedestrian,51.46878817,-0.03829805
LBW,3.0661 - 3.0661,New Cross Gate/Brockley-Vesta Road,Authorised Access Point - Pedestrian,51.46876097,-0.03828482
LBW,3.1276 - 3.1276,,Authorised Access Point - Pedestrian,51.46379594,-0.03769159
LCH,11.0149 - 11.0149,Elmers End Substation,Authorised Access Point - Vehicle,51.39776,-0.04947458
LCH,11.1373 - 11.1373,UPPER ELMERS END ROAD,Authorised Access Point - Pedestrian,51.39336504,-0.04153987
LCH,9.1372 - 9.1372,BRIDGE ROAD NEW BECKENHAM SS,Authorised Access Point - Vehicle,51.41376101,-0.03563515
LCH,9.1012 - 9.1012,NEW BECKENHAM - BRIDGE ROAD,Authorised Access Point - Pedestrian,51.41672148,-0.03520626
LCH,8.1425 - 8.1425,FAMBRIDGE CLOSE,Authorised Access Point - Pedestrian,51.42772353,-0.03274931
LCH,7.1387 - 7.1387,CATFORD BDGE/LWR SYDENHAM-OFF,Authorised Access Point - Pedestrian,51.44157375,-0.02586608
LCH,7.1067 - 7.1067,Catford Bridge,Authorised Access Point - Pedestrian,51.44417666,-0.02503433
LCH,7.074 - 7.074,DOGGETT ROAD,Authorised Access Point - Pedestrian,51.44689687,-0.02422621
LCH,6.0658 - 6.0658,PARKS BRIDGE - RRV ACCESS,Authorised Access Point - Road-Rail Machines,51.46079892,-0.01511812
LCH,13.0179 - 13.0179,WEST WICKHAM:2061,Authorised Access Point,51.38264833,-0.01653118
LCH,14.046 - 14.046,HAYES - RRV ACCESS,Authorised Access Point - Road-Rail Machines,51.37689882,0.00691564
LCJ,152.1034 - 152.1034,GREEN BRIDGE,Authorised Access Point - Vehicle,53.49229699,-1.08395749
LCN,16.12 - 16.12,JACKS LANE ACCESS,Authorised Access Point - Pedestrian,53.54600983,-2.55231154
LCN,15.1605 - 15.1605,OLD LANE  MASONS   - BGE.13,Authorised Access Point - Pedestrian,53.55138083,-2.53549217
LCN,15.0126 - 15.0126,WESTHOUGHTON G.F.,Authorised Access Point - Pedestrian,53.55782117,-2.51824325
LCN,14.1259 - 14.1259,CHEW MOOR ACCESS RRAP,Authorised Access Point - Road-Rail Machines,53.56068381,-2.51098622
LCN,14.0338 - 14.0338,CHICKEN FARM ACCESS,Authorised Access Point - Pedestrian,53.56807178,-2.50042966
LEC1,83.0273 - 83.0273,Newbold Road Br.279,Authorised Access Point - Pedestrian,52.38066052,-1.26450097
LEC1,82.1496 - 82.1496,Hunters Lane  up side ,Authorised Access Point - Vehicle,52.38064931,-1.26083251
LEC1,82.1454 - 82.1454,Hunters Lane RRV LEC1 Up Slow,Authorised Access Point - Road-Rail Machines,52.38044207,-1.25674715
LEC1,82.1454 - 82.1454,Hunters Lane RRV LEC1 Up Goods Loop 1300,Authorised Access Point - Road-Rail Machines,52.38048607,-1.25673907
LEC1,82.1454 - 82.1454,Hunters Lane RRV LEC1 Up & Down sidings,Authorised Access Point - Road-Rail Machines,52.380539,-1.25672202
LEC1,82.145 - 82.145,Hunters Lane RRV LEC1 Up Fast,Authorised Access Point - Road-Rail Machines,52.38036369,-1.25672202
LEC1,82.1351 - 82.1351,Myson house RRV Down Cov,Authorised Access Point - Road-Rail Machines,52.3798351,-1.25558494
LEC1,82.1351 - 82.1351,Myson house RRV Down Fast,Authorised Access Point - Road-Rail Machines,52.37988173,-1.25556652
LEC1,82.1155 - 82.1155,Rugby ROC SCC Footpath,Authorised Access Point - Pedestrian,52.38001772,-1.25275658
LEC1,82.0979 - 82.0979,Rugby Stn Up Slow Ticket Machine steps,Authorised Access Point - Pedestrian,52.37948926,-1.25051325
LEC1,82.0858 - 82.0858,Rugby Staion Carpark,Authorised Access Point - Vehicle,52.37862199,-1.24928509
LEC1,82.085 - 82.085,Bridge 277A Rugby Station Subway,Authorised Access Point - Pedestrian,52.37885775,-1.24903575
LEC1,82.0842 - 82.0842,Rugby Vrigin Carpark Sidings,Authorised Access Point - Vehicle,52.37928872,-1.2486641
LEC1,82.0624 - 82.0624,Abbey Street Old PSB  Dn COV ,Authorised Access Point - Vehicle,52.37794601,-1.24633345
LEC1,82.0458 - 82.0458,Colas Depot LEC1  Veh - Isolaion required ,Authorised Access Point - Vehicle,52.37791186,-1.24394386
LEC1,82.0353 - 82.0353,Abbey Street RRV  Dn COV ,Authorised Access Point - Road-Rail Machines,52.37716816,-1.24292969
LEC1,81.1145 - 81.1145,Valley Sports FC,Authorised Access Point - Pedestrian,52.37269508,-1.23200554
LEC1,81.1087 - 81.1087,Valley Sports FC Down Fast RRV,Authorised Access Point - Road-Rail Machines,52.37242131,-1.23138161
LEC1,81.1087 - 81.1087,Valley Sports FC Up Fast RRV,Authorised Access Point - Road-Rail Machines,52.37244447,-1.23134889
LEC1,81.0094 - 81.0094,The Kent,Authorised Access Point - Pedestrian,52.36733543,-1.22094509
LEC1,80.0461 - 80.0461,Hill Morton SATS,Authorised Access Point - Pedestrian,52.36025856,-1.20640825
LEC1,80.0447 - 80.0447,Hillmorton Yard Down fast RRV,Authorised Access Point - Road-Rail Machines,52.36023555,-1.20619427
LEC1,80.0447 - 80.0447,Hillmorton Yard Up fast RRV,Authorised Access Point - Road-Rail Machines,52.3602578,-1.20616009
LEC1,79.1491 - 79.1491,Crick Road  LEC1  Br.263,Authorised Access Point - Pedestrian,52.35657762,-1.19850835
LEC1,79.0027 - 79.0027,Nortoft Lane Br.260,Authorised Access Point - Pedestrian,52.3479296,-1.18482225
LEC1,78.056 - 78.056,A5 Watling Street Br259,Authorised Access Point - Pedestrian,52.34011903,-1.17476744
LEC1,76.1348 - 76.1348,Kilsby Tunnel South,Authorised Access Point - Pedestrian,52.32236619,-1.15212959
LEC1,75.1105 - 75.1105,Broad Lane Adverure Caravans RRV Down,Authorised Access Point - Road-Rail Machines,52.31102804,-1.13277981
LEC1,75.1105 - 75.1105,Broad Lane Adverure Caravans RRV Up,Authorised Access Point - Road-Rail Machines,52.31104936,-1.13274419
LEC1,75.0927 - 75.0927,A5 Watling Street Br.257,Authorised Access Point - Pedestrian,52.30999185,-1.13075677
LEC1,75.0402 - 75.0402,Welton Yard Br.257 - Ped access only,Authorised Access Point - Pedestrian,52.30720253,-1.12569837
LEC1,74.0463 - 74.0463,O/B Murcott Lane Br.252,Authorised Access Point - Pedestrian,52.29584726,-1.11312059
LEC1,73.0577 - 73.0577,Long buckby Wharf Br.249 North,Authorised Access Point - Pedestrian,52.28418047,-1.101847
LEC1,73.0542 - 73.0542,Long buckby Wharf Br.249 South,Authorised Access Point - Pedestrian,52.28392631,-1.10164544
LEC1,72.111 - 72.111,Whilton Locks Br.246,Authorised Access Point - Pedestrian,52.27443288,-1.09760004
LEC1,71.1433 - 71.1433,Muscott bridal Path Br.242,Authorised Access Point - Pedestrian,52.26330817,-1.09190312
LEC1,70.0395 - 70.0395,Dodford Road Br.239,Authorised Access Point - Pedestrian,52.24108875,-1.08705773
LEC1,70.1361 - 70.1361,A5 Skew Br.240,Authorised Access Point - Pedestrian,52.24884265,-1.08569462
LEC1,69.1034 - 69.1034,Weedon Old Station & Welfare,Authorised Access Point - Vehicle,52.23326387,-1.0792803
LEC1,69.0623 - 69.0623,Weedon Yard RRV Down,Authorised Access Point - Road-Rail Machines,52.23030116,-1.07671774
LEC1,69.0623 - 69.0623,Weedon Yard RRV Up,Authorised Access Point - Road-Rail Machines,52.23031337,-1.07666917
LEC1,68.1546 - 68.1546,Sewarage Farm Barcess bridge Br.234 DS,Authorised Access Point - Pedestrian,52.22481378,-1.07084079
LEC1,68.1521 - 68.1521,Sewarage Farm Barcess bridge Br.234 US,Authorised Access Point - Pedestrian,52.22476364,-1.07052415
LEC1,68.0198 - 68.0198,Stowe Hill Tunnel South Br.232,Authorised Access Point - Vehicle,52.21869195,-1.0554405
LEC1,67.1077 - 67.1077,Wickes Yard,Authorised Access Point - Vehicle,52.21481017,-1.04566209
LEC1,67.1045 - 67.1045,Furnace Lane,Authorised Access Point - Pedestrian,52.21474277,-1.04522151
LEC1,66.0878 - 66.0878,Hayford South Br.226,Authorised Access Point - Pedestrian,52.20614818,-1.02375798
LEC1,66.0551 - 66.0551,Cornhill Road Bridge Br.225,Authorised Access Point - Pedestrian,52.20473518,-1.02000477
LEC1,65.1015 - 65.1015,Birds Lane Br.222,Authorised Access Point - Pedestrian,52.20078922,-1.00412219
LEC1,64.1722 - 64.1722,Tin Bridge Br.220,Authorised Access Point - Pedestrian,52.19782918,-0.99054637
LEC1,64.0924 - 64.0924,Banbury Lane Level Crossing Down side,Authorised Access Point - Vehicle,52.19554005,-0.98122752
LEC1,64.0917 - 64.0917,Banbury Lane Level Crossing Up side,Authorised Access Point - Vehicle,52.19560652,-0.98111627
LEC1,64.0108 - 64.0108,Wrights Lane Br.218,Authorised Access Point - Pedestrian,52.19353472,-0.97041084
LEC1,63.0652 - 63.0652,Milton Road Br.216,Authorised Access Point - Pedestrian,52.18896025,-0.95640447
LEC1,63.0175 - 63.0175,Blisworth Yard Br.215 Up Side,Authorised Access Point - Vehicle,52.18665011,-0.95099352
LEC1,62.1697 - 62.1697,Blisworth Yard North,Authorised Access Point - Vehicle,52.18537809,-0.948291
LEC1,62.1704 - 62.1704,Blisworth ATS A43,Authorised Access Point - Vehicle,52.18549752,-0.94827502
LEC1,62.1359 - 62.1359,Blisworth Yard RRV,Authorised Access Point - Road-Rail Machines,52.18383381,-0.94481106
LEC1,62.1321 - 62.1321,Blisworth Yard South,Authorised Access Point - Vehicle,52.18368799,-0.94439033
LEC1,62.071 - 62.071,Northampton Rd,Authorised Access Point - Pedestrian,52.18118088,-0.93733694
LEC1,61.1024 - 61.1024,Blisworth footbridge,Authorised Access Point - Vehicle,52.17645736,-0.91946704
LEC1,61.0081 - 61.0081,Courteenhall RAMP Br.211,Authorised Access Point - Vehicle,52.17126927,-0.91015073
LEC1,59.0668 - 59.0668,Ashton Road BR204  DF ,Authorised Access Point - Pedestrian,52.15072848,-0.88989608
LEC1,58.1651 - 58.1651,Ashton Victoria Bridge BR202  DF ,Authorised Access Point - Pedestrian,52.14592649,-0.88314666
LEC1,58.1412 - 58.1412,Road Hill Ashton Gates RRV DF,Authorised Access Point - Road-Rail Machines,52.1443365,-0.88139914
LEC1,58.0266 - 58.0266,Ashton Down Fast Br.199,Authorised Access Point - Pedestrian,52.13639241,-0.87331636
LEC1,56.1287 - 56.1287,Hanslope Junc RRV DF,Authorised Access Point - Road-Rail Machines,52.11762313,-0.85989981
LEC1,56.044 - 56.044,GTRM113 PD  BLB-Hanslope South Junction,Authorised Access Point - Pedestrian,52.11110856,-0.85539289
LEC1,54.1307 - 54.1307,Castlethorpe RRV,Authorised Access Point - Road-Rail Machines,52.0924739,-0.83806522
LEC1,54.1184 - 54.1184,Castlethorpe Old Station Down Fast,Authorised Access Point - Pedestrian,52.09162772,-0.83714272
LEC1,53.1406 - 53.1406,Lodge Farm,Authorised Access Point - Vehicle,52.08304676,-0.82205548
LEC1,52.1387 - 52.1387,Haversham High Bank,Authorised Access Point - Vehicle,52.0701362,-0.8097942
LEC1,52.0913 - 52.0913,Wolverton North Carpark,Authorised Access Point - Pedestrian,52.06709048,-0.80567032
LEC1,52.0867 - 52.0867,Wolverton Station North,Authorised Access Point - Vehicle,52.06501355,-0.80408001
LEC1,52.0482 - 52.0482,Wolverton South Carpark,Authorised Access Point - Road-Rail Machines,52.06377926,-0.80330328
LEC1,51.1589 - 51.1589,Bibbys Yard - Electrolux RRV LEC1,Authorised Access Point - Road-Rail Machines,52.05846268,-0.80206398
LEC1,51.1059 - 51.1059,White Alder,Authorised Access Point - Pedestrian,52.05428916,-0.80014989
LEC1,51.0375 - 51.0375,Bradwell TSC and Wolverton FS,Authorised Access Point - Pedestrian,52.04963759,-0.79500852
LEC1,50.1375 - 50.1375,Hilliard Drive Br.169l,Authorised Access Point - Pedestrian,52.04472821,-0.78886035
LEC1,50.1005 - 50.1005,Danstead Way Br.168,Authorised Access Point - Pedestrian,52.04245269,-0.78555672
LEC1,49.1742 - 49.1742,Milton Keynes Stn,Authorised Access Point - Pedestrian,52.03590597,-0.7767568
LEC1,49.1525 - 49.1525,Milton Keynes Staion Bay,Authorised Access Point - Vehicle,52.03459784,-0.77477636
LEC1,49.0352 - 49.0352,Winter Hill UP SLOW,Authorised Access Point - Pedestrian,52.02695461,-0.76499806
LEC1,49.0056 - 49.0056,White Steps A5,Authorised Access Point - Pedestrian,52.02495176,-0.76307105
LEC1,48.123 - 48.123,Denbigh Hall North Junction,Authorised Access Point - Road-Rail Machines,52.02131503,-0.75788696
LEC1,48.0866 - 48.0866,Denbigh Hall Peartree Lane Br.161,Authorised Access Point - Pedestrian,52.01891415,-0.75497329
LEC1,48.0073 - 48.0073,Buckingham Foods Br.106A,Authorised Access Point - Pedestrian,52.01392906,-0.74815811
LEC1,47.1446 - 47.1446,GroveWay Br.159 Ped Down Fast,Authorised Access Point - Pedestrian,52.01125021,-0.74542074
LEC1,47.1428 - 47.1428,GroveWay Br.159 Ped Up Slow,Authorised Access Point - Pedestrian,52.01121145,-0.74507357
LEC1,47.1389 - 47.1389,Groveway RRV Down Fast,Authorised Access Point - Road-Rail Machines,52.01086695,-0.74497686
LEC1,47.0949 - 47.0949,Spenlows Bridge Down Fast,Authorised Access Point - Pedestrian,52.0076532,-0.74217184
LEC1,47.0987 - 47.0987,Spenlows Bridge Up Side,Authorised Access Point - Pedestrian,52.00804981,-0.74201208
LEC1,46.1414 - 46.1414,Bletchley North Carpark,Authorised Access Point - Vehicle,51.99748923,-0.73719898
LEC1,46.1338 - 46.1338,Bletchley Stn Platform 2 High End,Authorised Access Point - Pedestrian,51.99690125,-0.73678433
LEC1,46.1002 - 46.1002,Bletchley Power Box - PSB RRV,Authorised Access Point - Road-Rail Machines,51.99417232,-0.73602356
LEC1,46.0464 - 46.0464,Bletchley ASC Up Side,Authorised Access Point - Vehicle,51.98983282,-0.7344868
LEC1,46.0302 - 46.0302,Lamb Sidings Veh,Authorised Access Point - Vehicle,51.98851898,-0.73413204
LEC1,46.0109 - 46.0109,Lamb Siding RRV,Authorised Access Point - Road-Rail Machines,51.98696112,-0.73366037
LEC1,46.0033 - 46.0033,Lamb Siding South,Authorised Access Point - Vehicle,51.98636566,-0.73338734
LEC1,45.1353 - 45.1353,Drayton Road Br.150 Down Fast,Authorised Access Point - Pedestrian,51.98277712,-0.73253752
LEC1,45.1353 - 45.1353,Drayton Road BR 150  slow side ,Authorised Access Point - Pedestrian,51.98267662,-0.73238892
LEC1,45.0876 - 45.0876,Leon School Access,Authorised Access Point - Pedestrian,51.97895542,-0.73107851
LEC1,45.0302 - 45.0302,Drayton Rd Skew Bridge BR.149,Authorised Access Point - Pedestrian,51.97434158,-0.72962027
LEC1,43.1736 - 43.1736,Stoke Hammond Br146  Newton road Fast,Authorised Access Point - Pedestrian,51.95753452,-0.72407529
LEC1,43.1649 - 43.1649,Stoke Hammond Br146 Newton road Slow,Authorised Access Point - Pedestrian,51.95690238,-0.72348924
LEC1,42.1423 - 42.1423,Soulbury Road RRV Up side,Authorised Access Point - Road-Rail Machines,51.94383291,-0.7084218
LEC1,42.1393 - 42.1393,Soulbury Road RRV Down,Authorised Access Point - Road-Rail Machines,51.94360496,-0.70821447
LEC1,42.1353 - 42.1353,Great Brickhill Road,Authorised Access Point - Pedestrian,51.94349575,-0.70768512
LEC1,42.0528 - 42.0528,Stoke Road Br.141,Authorised Access Point - Pedestrian,51.9399869,-0.69841852
LEC1,41.1391 - 41.1391,Broad Oak Farm Up Side,Authorised Access Point - Pedestrian,51.93698293,-0.68756471
LEC1,41.0005 - 41.0005,Stoke Road Vehicle Linslade Tunnel North,Authorised Access Point - Vehicle,51.92768987,-0.67771292
LEC1,40.0002 - 40.0002,Leighton Buzzard Stn South,Authorised Access Point - Vehicle,51.91350167,-0.67781806
LEC1,40.1693 - 40.1693,Stoke Road Down Br.137,Authorised Access Point - Pedestrian,51.9271173,-0.6774083
LEC1,40.03 - 40.03,BLB-Leighton Buzzard Station,Authorised Access Point - Pedestrian,51.91594089,-0.67740039
LEC1,39.0531 - 39.0531,Leighon Buzzard ATF Up Side,Authorised Access Point - Pedestrian,51.90341868,-0.67775207
LEC1,40.1646 - 40.1646,Stoke Road Up Br.137,Authorised Access Point - Pedestrian,51.92684536,-0.67673274
LEC1,40.0472 - 40.0472,Leighton Buzard Vehicle US,Authorised Access Point - Vehicle,51.91729765,-0.67675569
LEC1,39.0014 - 39.0014,Ledburn Road Fast Side Pedestrian,Authorised Access Point - Pedestrian,51.89920732,-0.67681754
LEC1,39.0023 - 39.0023,Ledburn Relay Room,Authorised Access Point - Pedestrian,51.89931118,-0.67661826
LEC1,40.0809 - 40.0809,Leighton Buzard RRV Up Slow,Authorised Access Point - Road-Rail Machines,51.92000183,-0.67575728
LEC1,38.1532 - 38.1532,Ledburn Road Fast Side Vehicle,Authorised Access Point - Vehicle,51.89727147,-0.67610117
LEC1,38.0579 - 38.0579,Bridge 129 Old Ledburn Junction,Authorised Access Point - Pedestrian,51.88965199,-0.67315131
LEC1,38.0069 - 38.0069,Walkers Way,Authorised Access Point - Road-Rail Machines,51.88555697,-0.67169824
LEC1,37.108 - 37.108,Train Robbers Bridge Br.127 Up Ped,Authorised Access Point - Pedestrian,51.87955535,-0.6694997
LEC1,37.0985 - 37.0985,Train robbers Bridge Br 127 Down Fast Veh,Authorised Access Point - Vehicle,51.87875849,-0.66948254
LEC1,37.0895 - 37.0895,Train Robbers Bridge Up Side South,Authorised Access Point - Pedestrian,51.87807875,-0.66892875
LEC1,37.0153 - 37.0153,Train Robbers Bridge Br 127 Down Fast RRV,Authorised Access Point - Road-Rail Machines,51.87209656,-0.66702232
LEC1,37.0152 - 37.0152,Train robbers Bridge Br 127 Up fast RRV,Authorised Access Point - Road-Rail Machines,51.8721005,-0.66697281
LEC1,36.0807 - 36.0807,Horton RD,Authorised Access Point - Pedestrian,51.8632562,-0.66363975
LEC1,36.03 - 36.03,Cheddington Station Yard,Authorised Access Point - Vehicle,51.85906836,-0.66241768
LEC1,34.1432 - 34.1432,Great Seabrook Farm Br.119,Authorised Access Point - Pedestrian,51.84006956,-0.65560982
LEC1,34.049 - 34.049,Cooks Wharf Road Stairs,Authorised Access Point - Pedestrian,51.83244678,-0.65287478
LEC1,34.0465 - 34.0465,Cooks Wharf Road,Authorised Access Point - Vehicle,51.8322472,-0.65279947
LEC1,34.0152 - 34.0152,Cricket Pitch,Authorised Access Point - Road-Rail Machines,51.8297904,-0.65159137
LEC1,33.1692 - 33.1692,PitStone Bridge Br.116,Authorised Access Point - Pedestrian,51.82802008,-0.65097092
LEC1,33.1074 - 33.1074,Pistone Naure Resurve REB,Authorised Access Point - Vehicle,51.82341519,-0.64757099
LEC1,33.0089 - 33.0089,Folly Bridge,Authorised Access Point - Pedestrian,51.81658701,-0.64063198
LEC1,32.0853 - 32.0853,Marshcroft Lane Br.114,Authorised Access Point - Pedestrian,51.8099202,-0.63315354
LEC1,31.1169 - 31.1169,Tring Station Carpark,Authorised Access Point - Pedestrian,51.80035463,-0.62150759
LEC1,31.0905 - 31.0905,Fog Cottages Down Fast RRAP,Authorised Access Point - Pedestrian,51.79824845,-0.6204074
LEC1,31.0906 - 31.0906,Fog Cottages Up fast RRAP,Authorised Access Point - Road-Rail Machines,51.79826141,-0.62036205
LEC1,31.0917 - 31.0917,Tring Station Up siding RRAP,Authorised Access Point - Road-Rail Machines,51.79850839,-0.61995425
LEC1,30.1689 - 30.1689,Newground Bridge Br.110,Authorised Access Point - Pedestrian,51.79087915,-0.61546487
LEC1,30.0235 - 30.0235,Lady Davidson bridge Tring Br.108,Authorised Access Point - Pedestrian,51.78107946,-0.60470854
LEC1,29.0433 - 29.0433,Lock Keepers Cottage NorthChurch,Authorised Access Point - Vehicle,51.7731419,-0.58847679
LEC1,29.0277 - 29.0277,New Road Northchurch tunnel Br.105,Authorised Access Point - Pedestrian,51.77243668,-0.58665956
LEC1,28.1091 - 28.1091,North Bridge Rd Access,Authorised Access Point - Pedestrian,51.76712972,-0.57742012
LEC1,28.1007 - 28.1007,Billet Lane Br.104,Authorised Access Point - Pedestrian,51.7668911,-0.57635234
LEC1,28.0229 - 28.0229,Berkhamstead Car Park Down Slow RRAP,Authorised Access Point - Road-Rail Machines,51.76426132,-0.56705513
LEC1,28.023 - 28.023,Berkhamstead Car Park Up Slow RRAP,Authorised Access Point - Pedestrian,51.76429534,-0.56704246
LEC1,27.0549 - 27.0549,Sunnyside Bridge Br.97,Authorised Access Point - Pedestrian,51.75828097,-0.55100376
LEC1,26.1441 - 26.1441,Bull Beggers Lane BR.95 Down Slow,Authorised Access Point - Vehicle,51.75448547,-0.54126052
LEC1,26.1376 - 26.1376,Bull Beggers Lane BR.95 Up Slow REB,Authorised Access Point - Pedestrian,51.75437657,-0.54038318
LEC1,26.0514 - 26.0514,Little Heath Lane Sewage Plant,Authorised Access Point - Road-Rail Machines,51.75136833,-0.52995695
LEC1,26.0514 - 26.0514,Little Heath Lane  DS / Sewage Wks BR.94,Authorised Access Point - Pedestrian,51.75149298,-0.52992972
LEC1,26.0143 - 26.0143,Olympic Cabin - Little Heath Ln US,Authorised Access Point - Road-Rail Machines,51.75048187,-0.52530223
LEC1,26.0142 - 26.0142,Olympic Cabin - Little Heath Lane,Authorised Access Point - Road-Rail Machines,51.75053549,-0.52520343
LEC1,25.14 - 25.14,Pix Farm Lane North,Authorised Access Point - Vehicle,51.74882237,-0.51925478
LEC1,25.1287 - 25.1287,Winkwell North REB,Authorised Access Point - Vehicle,51.74846429,-0.51788308
LEC1,25.1105 - 25.1105,Winkwell Middle REB,Authorised Access Point - Pedestrian,51.74790172,-0.51562868
LEC1,25.1017 - 25.1017,Pix Farm Lane South,Authorised Access Point - Pedestrian,51.74763521,-0.51453361
LEC1,25.0946 - 25.0946,Winkwell PSP,Authorised Access Point - Pedestrian,51.74753406,-0.51357364
LEC1,25.084 - 25.084,Winkwell South REB,Authorised Access Point - Pedestrian,51.74707159,-0.51234307
LEC1,25.0644 - 25.0644,Bourne End South REB,Authorised Access Point - Pedestrian,51.7466076,-0.50985814
LEC1,24.1374 - 24.1374,Old Fishery lane Br.90,Authorised Access Point - Pedestrian,51.74367905,-0.49708795
LEC1,24.1025 - 24.1025,Hemmel Hempstead Relay Room,Authorised Access Point - Pedestrian,51.74272269,-0.49269477
LEC1,24.0828 - 24.0828,RoughDown Road,Authorised Access Point - Pedestrian,51.74196331,-0.49034758
LEC1,24.0752 - 24.0752,Boxmoor Yard North,Authorised Access Point - Pedestrian,51.74204348,-0.48923833
LEC1,24.0502 - 24.0502,Hemmel Hempstead Station Carpark,Authorised Access Point - Pedestrian,51.7413648,-0.48611075
LEC1,24.0357 - 24.0357,Stratford Way,Authorised Access Point - Pedestrian,51.74088422,-0.48433519
LEC1,23.1254 - 23.1254,Featherbed Lane  Auntie Jeans ,Authorised Access Point - Pedestrian,51.73767822,-0.47416413
LEC1,22.0913 - 22.0913,Red Lion Bridge Br.79,Authorised Access Point - Pedestrian,51.72652497,-0.45302361
LEC1,22.0219 - 22.0219,Railway Terrace Br.77,Authorised Access Point - Pedestrian,51.7223255,-0.44680949
LEC1,21.1252 - 21.1252,Kings Langley Primrose Hill  55-57  Down,Authorised Access Point - Pedestrian,51.71708939,-0.44205231
LEC1,21.1272 - 21.1272,Kings Langley Primrose Hill  55-57  Up,Authorised Access Point - Pedestrian,51.71732398,-0.44197765
LEC1,21.0258 - 21.0258,Kings Langley Stn RRAP Down fast,Authorised Access Point - Road-Rail Machines,51.70895904,-0.43888536
LEC1,21.0248 - 21.0248,Kings Langley Stn RRAP Down Slow,Authorised Access Point - Road-Rail Machines,51.70889696,-0.43874709
LEC1,21.0247 - 21.0247,Kings Langley Stn RRAP Up Slow,Authorised Access Point - Pedestrian,51.7089008,-0.43869775
LEC1,20.1482 - 20.1482,Kings Langley M25 bridge,Authorised Access Point - Road-Rail Machines,51.70478252,-0.43761948
LEC1,20.1152 - 20.1152,Gallows Hill Br.70,Authorised Access Point - Road-Rail Machines,51.70212398,-0.43656922
LEC1,20.0113 - 20.0113,Hunton Bridge Br.69,Authorised Access Point - Vehicle,51.69391597,-0.43319133
LEC1,19.1373 - 19.1373,Gypsy Lane Br.68,Authorised Access Point - Pedestrian,51.69021667,-0.43023155
LEC1,17.1303 - 17.1303,Church Rd  between No54 & 56 ,Authorised Access Point - Pedestrian,51.66725773,-0.4006876
LEC1,17.125 - 17.125,Watford B.R.S.A.,Authorised Access Point - Pedestrian,51.66702523,-0.40005661
LEC1,17.0895 - 17.0895,Waford Junction Station LEC1 3610,Authorised Access Point - Vehicle,51.66522837,-0.39661182
LEC1,17.0731 - 17.0731,Watford Yard,Authorised Access Point - Road-Rail Machines,51.66422323,-0.39484848
LEC1,17.0038 - 17.0038,Radlett Road BR.62 LEC1,Authorised Access Point - Pedestrian,51.65922602,-0.39023362
LEC1,15.0318 - 15.0318,Alva Way,Authorised Access Point - Pedestrian,51.633967,-0.38699768
LEC1,15.1096 - 15.1096,Watford heath Br.56,Authorised Access Point - Vehicle,51.64011042,-0.38646151
LEC1,15.1466 - 15.1466,GSL Access  Bushy Barhales  RRAP DownFast,Authorised Access Point - Road-Rail Machines,51.64315867,-0.38573025
LEC1,15.1465 - 15.1465,GSL Access  Bushy Barhales  RRAP Up Fast,Authorised Access Point - Road-Rail Machines,51.64314901,-0.38568146
LEC1,16.1156 - 16.1156,Bushy Hall Rd BR.60,Authorised Access Point - Pedestrian,51.65472369,-0.38526834
